user_id	userID
U0000KVY6D	1245
U0000S4GEO	1246
U00003UZLG	1247
U00003AOES	1248
U00000PBHY	1249
U0000URSGR	1250
U00005QXJ6	1251
U0000DN27Q	1252
U0000YLKR6	1253
U0000LLBHR	1254
U0000KSN23	1255
U0000SL32G	1256
U00000SUJM	1257
U00004CGX7	1258
U0000E1DIS	1259
U0000VVTQF	1260
U0000ZAME1	1261
U00008NRNK	1262
U0000HHOIY	1263
U000064K5S	1264
U0000MJC7A	1265
U00000X73S	1266
U0000JKJNW	1267
U00000NU6D	1268
U00006Z10V	1269
U00004758E	1270
U0000K3VZB	1271
U0000CLF8Q	1272
U0000IN60N	1273
U0000Z3UC9	1274
U00009MG16	1275
U0000LRZ8P	1276
U0000LHX3L	1277
U0000ARI7Q	1278
U0000SCRQ4	1279
U0000R3LIE	1280
U0000JI9A1	1281
U0000AZ39O	1282
U0000ZEI47	1283
U0000Z27BD	1284
U0000JOJ2U	1285
U0000PJ2HS	1286
U0000WQFJT	1287
